domain_id,domain,tld,domain_length,subdomain_count,hyphen_count,digit_count,contains_fifa_keyword,contains_ticket_keyword,contains_official_keyword,contains_stream_keyword,contains_reward_keyword,typosquat_distance_to_fifa,registrar,whois_age_days,is_privacy_protected,ssl_status,ssl_issuer,ssl_valid_days_remaining,ip_address,hosting_country,asn_provider,visual_similarity_score,phishing_probability,malware_signature_match,blacklist_source,social_media_mentions,osint_report_count,redirect_chain_length,has_payment_page,has_login_form,threat_type,risk_score,severity,status,recommended_action,detection_timestamp
DOM05204,flfa2026.stream2027.online,.online,26,1,0,8,0,0,0,1,0,15,OVH SAS,69,1,Invalid,Let's Encrypt,0,24.233.38.243,Germany,DigitalOcean LLC,79.1,73.0,0,Internal OSINT,14,12,0,0,1,Illegal Streaming,38,Medium,Under Review,Flag for Manual Review,2026-03-23 22:41:21
DOM05205,fifaworldcupbroadcast.org,.org,25,0,0,0,1,0,0,1,0,9,Google Domains,100,1,Invalid,GlobalSign,0,216.243.33.91,Russia,OVH SAS,62.7,76.4,0,Google Safe Browsing,14,5,2,0,0,Illegal Streaming,53,Medium,Notified,Flag for Manual Review,2026-05-23 17:33:36
DOM05206,fwc2026-shop.xyz,.xyz,16,0,1,4,1,0,0,0,0,10,Google Domains,116,1,Valid,Self-Signed,26,49.202.241.111,China,DigitalOcean LLC,82.7,45.6,0,Internal OSINT,16,3,3,1,1,Malware Distribution,46,Medium,Notified,Flag for Manual Review,2026-03-04 13:23:04
DOM05207,fifa2026score.shop,.shop,18,0,0,4,1,0,0,0,1,8,Google Domains,65,1,Self-Signed,Sectigo,79,10.240.183.222,Germany,Alibaba Cloud,24.2,95.7,0,URLhaus,3,11,1,1,1,Phishing,42,Medium,Under Review,Flag for Manual Review,2026-01-08 18:57:57
DOM05208,fwc2026a-passes.com,.com,19,0,1,4,1,1,0,0,0,13,Tucows Domains,104,1,Self-Signed,Sectigo,61,181.225.34.227,Mexico,Choopa LLC (Vultr),73.6,82.9,0,Google Safe Browsing,13,5,0,0,1,Fake Ticketing,52,Medium,Notified,Flag for Manual Review,2026-05-16 22:19:53
DOM05209,fifa.passes26.online,.online,20,1,0,2,1,1,0,0,0,9,Dynadot LLC,96,1,Self-Signed,DigiCert,3,127.15.128.71,India,Hetzner Online GmbH,29.8,93.6,0,Internal OSINT,17,11,1,0,1,Fake Ticketing,47,Medium,Under Review,Flag for Manual Review,2026-01-26 16:03:30
DOM05210,wc2026.official27.info,.info,22,1,0,6,1,0,1,0,0,14,OVH SAS,20,1,Invalid,DigiCert,0,204.2.101.205,Indonesia,Choopa LLC (Vultr),85.0,71.5,0,PhishTank,19,5,1,1,1,Brand Impersonation,92,Critical,Pending Block,"Block Domain, Notify Analysts",2026-04-20 11:43:54
DOM05211,fwc2026a.freetv2026.top,.top,23,1,0,8,1,0,0,1,0,16,GoDaddy.com LLC,46,0,Valid,Not Applicable,24,189.251.72.182,Mexico,DigitalOcean LLC,52.6,44.9,0,PhishTank,7,2,1,0,0,Illegal Streaming,42,Medium,Under Review,Flag for Manual Review,2026-07-02 21:47:13
DOM05212,wc2026verified27.help,.help,21,0,0,6,1,0,1,0,0,14,PDR Ltd,37,1,Valid,Sectigo,1,120.211.31.115,India,G-Core Labs,94.8,57.3,0,OpenPhish,5,3,3,0,1,Brand Impersonation,42,Medium,Under Review,Flag for Manual Review,2026-06-10 12:14:12
DOM05213,fifa-official.xyz,.xyz,17,0,1,0,1,0,1,0,0,7,Porkbun LLC,88,0,Valid,Let's Encrypt,4,218.20.4.43,Ukraine,OVH SAS,89.7,90.6,0,OpenPhish,12,10,2,1,0,Brand Impersonation,43,Medium,Under Review,Flag for Manual Review,2026-05-10 04:04:43
DOM05214,wc2026-live.live,.live,16,0,1,4,1,0,0,1,0,10,NameCheap Inc,73,1,Invalid,DigiCert,0,167.158.14.16,Mexico,Alibaba Cloud,60.5,59.4,0,URLhaus,24,7,4,0,0,Illegal Streaming,47,Medium,Notified,Flag for Manual Review,2026-02-20 07:01:38
DOM05215,coca-cola.com,.com,13,0,1,0,0,0,0,0,0,8,Name.com Inc,1971,0,Valid,Sectigo,227,122.83.172.240,Brazil,Hetzner Online GmbH,1.0,9.7,0,,3,0,0,1,1,Legitimate,6,Low,Not Flagged,No Action Needed,2026-06-23 11:14:53
DOM05216,fifa.com,.com,8,0,0,0,1,0,0,0,0,0,Name.com Inc,3152,0,Valid,Sectigo,118,209.52.138.53,Romania,OVH SAS,8.1,4.7,0,,1,0,0,0,1,Legitimate,9,Low,Not Flagged,No Action Needed,2026-05-09 02:53:23
DOM05217,fifaworldcupwatch.com,.com,21,0,0,0,1,0,0,1,0,5,PDR Ltd,81,0,Valid,Not Applicable,12,135.143.238.245,Ukraine,Choopa LLC (Vultr),34.2,41.1,0,PhishTank,6,6,2,0,1,Illegal Streaming,19,Low,Monitor,Monitor Domain,2026-02-25 19:05:44
DOM05218,worldcup-tickets.club,.club,21,0,1,0,1,1,0,0,0,12,Namesilo LLC,11,0,Self-Signed,GlobalSign,63,102.180.151.198,Mexico,Amazon AWS,76.2,70.4,1,Google Safe Browsing,6,12,4,0,1,Fake Ticketing,100,Critical,Blocked,"Block Domain, Notify Analysts",2026-01-21 04:54:32
DOM05219,fifaauthorised26.sale,.sale,21,0,0,2,1,0,1,0,0,10,Namesilo LLC,60,1,Invalid,DigiCert,0,240.225.205.16,Brazil,Amazon AWS,44.4,57.8,1,PhishTank,5,4,3,1,1,Brand Impersonation,71,High,Blocked,"Block Domain, Notify Analysts",2026-05-08 22:22:37
DOM05220,coca-cola.com,.com,13,0,1,0,0,0,0,0,0,8,Name.com Inc,1764,0,Valid,DigiCert,77,220.157.217.211,United States,OVH SAS,5.7,5.9,0,,1,0,0,0,0,Legitimate,2,Low,Not Flagged,No Action Needed,2026-03-21 07:52:58
DOM05221,wc2026.pass.com,.com,15,1,0,4,1,0,0,0,0,10,Google Domains,118,1,Invalid,Not Applicable,0,143.216.44.8,Indonesia,Amazon AWS,75.0,64.5,0,OpenPhish,18,7,3,1,1,Malware Distribution,66,High,Pending Block,"Block Domain, Notify Analysts",2026-03-14 15:38:18
DOM05222,fwc2026.fan2027.org,.org,19,1,0,8,1,0,0,0,0,12,OVH SAS,5,0,Self-Signed,GlobalSign,90,41.134.146.79,Vietnam,Amazon AWS,50.2,70.7,0,Internal OSINT,17,5,0,1,0,Malware Distribution,74,High,Blocked,"Block Domain, Notify Analysts",2026-06-25 18:44:07
DOM05223,worldcupaauthentic.click,.click,24,0,0,0,1,0,1,0,0,14,NameCheap Inc,118,1,Invalid,Let's Encrypt,0,141.217.78.187,Indonesia,Alibaba Cloud,57.8,61.3,0,Google Safe Browsing,16,12,0,0,1,Brand Impersonation,45,Medium,Notified,Flag for Manual Review,2026-01-21 03:11:20
DOM05224,wc2026-prize2027.info,.info,21,0,1,8,1,0,0,0,1,15,Tucows Domains,29,1,Invalid,GlobalSign,0,118.202.180.240,India,Choopa LLC (Vultr),56.0,74.2,0,Internal OSINT,24,6,2,0,0,Phishing,65,High,Blocked,"Block Domain, Notify Analysts",2026-06-26 06:02:17
DOM05225,flfaworldcupgift.net,.net,20,0,0,0,1,0,0,0,1,5,Dynadot LLC,55,1,Invalid,GlobalSign,0,174.154.35.44,Russia,Amazon AWS,68.5,46.0,0,PhishTank,20,2,1,1,1,Phishing,67,High,Blocked,"Block Domain, Notify Analysts",2026-01-06 23:54:42
DOM05226,worldcup-authentic.club,.club,23,0,1,0,1,0,1,0,0,14,NameCheap Inc,112,1,Expired,Sectigo,0,242.125.58.92,Brazil,DigitalOcean LLC,61.1,98.7,1,OpenPhish,8,11,3,1,1,Brand Impersonation,80,High,Notified,"Block Domain, Notify Analysts",2026-06-10 20:31:13
DOM05227,worldcup-verified2026.org,.org,25,0,1,4,1,0,1,0,0,17,Namesilo LLC,64,1,Valid,Let's Encrypt,51,64.245.26.37,Vietnam,Alibaba Cloud,93.9,49.7,1,Internal OSINT,21,8,4,1,1,Brand Impersonation,52,Medium,Notified,Flag for Manual Review,2026-05-13 09:40:39
DOM05228,fifaworldcuphub.xyz,.xyz,19,0,0,0,1,0,0,0,0,3,Porkbun LLC,87,1,Invalid,Not Applicable,0,158.73.44.203,Ukraine,Alibaba Cloud,42.4,55.9,0,PhishTank,3,4,2,1,1,Malware Distribution,54,Medium,Under Review,Flag for Manual Review,2026-02-02 18:15:35
DOM05229,fifaworldcup.giveaway.info,.info,26,1,0,0,1,0,0,0,1,9,Google Domains,61,1,Expired,Self-Signed,0,69.137.121.111,Mexico,Amazon AWS,20.5,98.3,0,URLhaus,2,11,0,1,1,Phishing,55,Medium,Notified,Flag for Manual Review,2026-07-04 21:14:22
DOM05230,fwc2026-freetv26.fit,.fit,20,0,1,6,1,0,0,1,0,14,Porkbun LLC,59,1,Invalid,DigiCert,0,58.191.119.155,Brazil,Alibaba Cloud,45.6,44.4,1,URLhaus,14,2,4,1,1,Illegal Streaming,82,High,Notified,"Block Domain, Notify Analysts",2026-03-21 07:38:35
DOM05231,worldcupbonus2027.click,.click,23,0,0,4,1,0,0,0,1,13,Google Domains,16,1,Invalid,Sectigo,0,60.158.24.36,Ukraine,Alibaba Cloud,95.4,40.0,1,Google Safe Browsing,23,11,4,1,1,Phishing,100,Critical,Blocked,"Block Domain, Notify Analysts",2026-06-15 14:33:15
DOM05232,worldcup.fan.org,.org,16,1,0,0,1,0,0,0,0,8,Dynadot LLC,67,1,Valid,Not Applicable,40,215.37.177.160,United States,Amazon AWS,33.7,97.2,1,Google Safe Browsing,17,8,1,1,1,Malware Distribution,47,Medium,Under Review,Flag for Manual Review,2026-02-26 22:58:47
DOM05233,fifa-authentic.cam,.cam,18,0,1,0,1,0,1,0,0,10,Porkbun LLC,113,0,Self-Signed,Self-Signed,6,30.242.10.7,United States,DigitalOcean LLC,72.9,68.9,0,Google Safe Browsing,21,11,0,0,1,Brand Impersonation,53,Medium,Notified,Flag for Manual Review,2026-02-09 15:32:21
DOM05234,worldcup-ticket26.fit,.fit,21,0,1,2,1,1,0,0,0,13,Name.com Inc,6,0,Self-Signed,Self-Signed,78,59.242.40.1,India,G-Core Labs,91.8,54.6,0,Google Safe Browsing,5,8,0,1,1,Fake Ticketing,86,Critical,Blocked,"Block Domain, Notify Analysts",2026-03-09 02:43:27
DOM05235,fifa.shop.club,.club,14,1,0,0,1,0,0,0,0,5,Porkbun LLC,106,0,Self-Signed,Not Applicable,31,71.111.180.225,Indonesia,OVH SAS,32.7,54.2,0,Internal OSINT,19,11,2,1,0,Malware Distribution,48,Medium,Notified,Flag for Manual Review,2026-02-03 07:06:45
DOM05236,fifa-ticket27.club,.club,18,0,1,2,1,1,0,0,0,9,Namesilo LLC,49,1,Expired,Sectigo,0,139.169.112.108,Ukraine,Choopa LLC (Vultr),53.3,78.5,1,OpenPhish,10,4,1,0,0,Fake Ticketing,70,High,Notified,"Block Domain, Notify Analysts",2026-02-01 11:32:51
DOM05237,wc2026reservation.help,.help,22,0,0,4,1,1,0,0,0,16,Name.com Inc,54,1,Valid,DigiCert,54,51.185.5.243,Ukraine,G-Core Labs,62.5,98.5,0,Google Safe Browsing,25,2,4,0,1,Fake Ticketing,42,Medium,Notified,Flag for Manual Review,2026-01-25 20:59:21
DOM05238,worldcup.verified.org,.org,21,1,0,0,1,0,1,0,0,13,Dynadot LLC,62,0,Self-Signed,Not Applicable,16,234.217.86.166,Brazil,Choopa LLC (Vultr),43.2,66.2,0,Internal OSINT,9,1,4,1,0,Brand Impersonation,48,Medium,Notified,Flag for Manual Review,2026-01-05 10:01:31
DOM05239,worldcup.portal2026.xyz,.xyz,23,1,0,4,1,0,0,0,0,15,GoDaddy.com LLC,94,1,Invalid,Self-Signed,0,228.57.3.43,Russia,OVH SAS,52.8,47.3,1,PhishTank,18,0,2,1,0,Malware Distribution,64,High,Blocked,"Block Domain, Notify Analysts",2026-06-22 17:48:40
DOM05240,fifa.verified2026.cam,.cam,21,1,0,4,1,0,1,0,0,11,Porkbun LLC,35,0,Invalid,Sectigo,0,164.184.48.150,China,Alibaba Cloud,73.7,73.3,1,OpenPhish,21,4,1,1,1,Brand Impersonation,76,High,Notified,"Block Domain, Notify Analysts",2026-04-19 01:55:19
DOM05241,fifa2026score26.net,.net,19,0,0,6,1,0,0,0,1,10,OVH SAS,60,0,Invalid,GlobalSign,0,247.197.169.104,China,G-Core Labs,60.2,65.1,0,Google Safe Browsing,20,8,4,0,1,Phishing,49,Medium,Under Review,Flag for Manual Review,2026-01-24 21:55:24
DOM05242,worldcup.bonus.buzz,.buzz,19,1,0,0,1,0,0,0,1,10,GoDaddy.com LLC,42,1,Invalid,Not Applicable,0,153.202.190.143,Russia,DigitalOcean LLC,53.9,47.6,0,Google Safe Browsing,18,12,4,1,0,Phishing,60,Medium,Notified,Flag for Manual Review,2026-05-05 21:35:04
DOM05243,wc2026store27.xyz,.xyz,17,0,0,6,1,0,0,0,0,13,Google Domains,62,0,Invalid,Sectigo,0,254.59.28.238,United States,M247 Ltd,95.2,81.7,0,URLhaus,1,0,3,1,1,Malware Distribution,68,High,Notified,"Block Domain, Notify Analysts",2026-02-28 07:31:42
DOM05244,fifaworldcupscore.sale,.sale,22,0,0,0,1,0,0,0,1,5,OVH SAS,64,0,Self-Signed,GlobalSign,2,132.203.102.93,Vietnam,OVH SAS,42.9,87.0,0,PhishTank,23,11,3,1,1,Phishing,53,Medium,Under Review,Flag for Manual Review,2026-03-06 17:04:00
DOM05245,worldcup.watch27.info,.info,21,1,0,2,1,0,0,1,0,12,Porkbun LLC,78,1,Valid,GlobalSign,35,45.45.70.128,India,Hetzner Online GmbH,71.0,85.0,0,OpenPhish,22,8,1,1,0,Illegal Streaming,27,Low,Monitor,Monitor Domain,2026-05-16 10:08:30
DOM05246,fifaworldcup.verified.buzz,.buzz,26,1,0,0,1,0,1,0,0,9,Dynadot LLC,17,0,Self-Signed,Let's Encrypt,77,232.116.252.36,Netherlands,Choopa LLC (Vultr),55.4,53.1,1,OpenPhish,1,0,4,0,0,Brand Impersonation,88,Critical,Blocked,"Block Domain, Notify Analysts",2026-02-02 18:30:31
DOM05247,visa.com,.com,8,0,0,0,0,0,0,0,0,2,Tucows Domains,4196,0,Valid,DigiCert,283,210.236.114.156,Brazil,DigitalOcean LLC,7.0,6.8,0,,3,0,0,1,0,Legitimate,10,Low,Not Flagged,No Action Needed,2026-03-10 09:49:54
DOM05248,fifa.booking.org,.org,16,1,0,0,1,1,0,0,0,8,NameCheap Inc,109,0,Self-Signed,GlobalSign,56,37.36.4.236,Brazil,DigitalOcean LLC,65.9,89.5,0,PhishTank,5,12,4,0,0,Fake Ticketing,40,Medium,Under Review,Flag for Manual Review,2026-04-15 04:17:10
DOM05249,fifa2026-portal.shop,.shop,20,0,1,4,1,0,0,0,0,11,Tucows Domains,25,1,Valid,DigiCert,7,165.133.23.37,Romania,G-Core Labs,41.7,82.6,0,Internal OSINT,7,9,0,0,0,Malware Distribution,55,Medium,Under Review,Flag for Manual Review,2026-06-19 12:17:29
DOM05250,fifareward2027.sale,.sale,19,0,0,4,1,0,0,0,1,8,GoDaddy.com LLC,10,0,Invalid,Let's Encrypt,0,89.92.93.179,India,OVH SAS,54.1,45.1,0,OpenPhish,25,12,1,0,1,Phishing,77,High,Notified,"Block Domain, Notify Analysts",2026-02-02 03:05:38
DOM05251,fwc2026.club27.online,.online,21,1,0,6,1,0,0,0,0,12,Namesilo LLC,79,0,Self-Signed,GlobalSign,32,149.215.181.130,Romania,Amazon AWS,53.6,85.5,0,OpenPhish,17,5,1,0,1,Malware Distribution,57,Medium,Notified,Flag for Manual Review,2026-05-27 15:50:58
DOM05252,fifaworldcup.authorised2026.net,.net,31,1,0,4,1,0,1,0,0,15,Name.com Inc,116,0,Expired,Let's Encrypt,0,180.210.171.101,United States,G-Core Labs,77.8,89.6,0,Google Safe Browsing,19,11,2,1,0,Brand Impersonation,53,Medium,Notified,Flag for Manual Review,2026-01-04 02:13:33
DOM05253,fifa.live27.help,.help,16,1,0,2,1,0,0,1,0,7,Dynadot LLC,73,0,Invalid,Sectigo,0,20.206.111.29,India,Amazon AWS,78.5,53.6,0,Google Safe Browsing,7,10,1,1,0,Illegal Streaming,60,Medium,Notified,Flag for Manual Review,2026-04-04 08:43:24
DOM05254,fifaworldcup.passes.site,.site,24,1,0,0,1,1,0,0,0,7,Porkbun LLC,74,1,Invalid,Not Applicable,0,50.50.93.122,Russia,Tencent Cloud,60.6,59.0,0,PhishTank,7,0,4,1,1,Fake Ticketing,51,Medium,Notified,Flag for Manual Review,2026-03-18 07:10:20
DOM05255,wc2026-gift.top,.top,15,0,1,4,1,0,0,0,1,9,Tucows Domains,6,1,Self-Signed,DigiCert,53,58.45.24.109,Indonesia,Hetzner Online GmbH,37.7,44.7,0,PhishTank,3,8,2,1,1,Phishing,70,High,Blocked,"Block Domain, Notify Analysts",2026-06-08 02:34:22
DOM05256,worldcup.shop2026.xyz,.xyz,21,1,0,4,1,0,0,0,0,13,Name.com Inc,113,1,Self-Signed,DigiCert,20,136.98.108.94,Russia,Contabo GmbH,73.8,62.1,0,Internal OSINT,21,5,0,0,1,Malware Distribution,56,Medium,Notified,Flag for Manual Review,2026-05-07 15:48:22
DOM05257,flfa2026authentic.net,.net,21,0,0,4,0,0,1,0,0,14,Namesilo LLC,13,0,Expired,Sectigo,0,49.123.239.209,Netherlands,Choopa LLC (Vultr),79.6,70.5,0,URLhaus,13,8,0,0,1,Brand Impersonation,69,High,Notified,"Block Domain, Notify Analysts",2026-06-29 18:07:32
DOM05258,fifa2026.score27.xyz,.xyz,20,1,0,6,1,0,0,0,1,11,Namesilo LLC,11,1,Invalid,Let's Encrypt,0,177.241.116.186,Romania,Alibaba Cloud,71.8,49.5,1,URLhaus,16,6,1,0,0,Phishing,86,Critical,Pending Block,"Block Domain, Notify Analysts",2026-04-30 05:30:11
DOM05259,flfa202626.cam,.cam,14,0,0,6,0,0,0,0,0,7,NameCheap Inc,42,1,Invalid,Not Applicable,0,209.103.211.47,Vietnam,Hetzner Online GmbH,82.7,83.8,0,PhishTank,0,10,4,0,1,Malware Distribution,60,Medium,Under Review,Flag for Manual Review,2026-04-29 04:42:12
DOM05260,fwc2026.stream2026.sale,.sale,23,1,0,8,1,0,0,1,0,16,Google Domains,50,1,Valid,Let's Encrypt,8,48.60.66.200,United States,M247 Ltd,40.8,94.3,0,Google Safe Browsing,5,6,4,0,0,Illegal Streaming,35,Medium,Notified,Flag for Manual Review,2026-04-14 09:31:08
DOM05261,fifaportal.buzz,.buzz,15,0,0,0,1,0,0,0,0,6,GoDaddy.com LLC,43,0,Self-Signed,Let's Encrypt,14,215.87.39.114,China,Choopa LLC (Vultr),41.9,77.0,0,PhishTank,23,8,3,0,1,Malware Distribution,64,High,Pending Block,"Block Domain, Notify Analysts",2026-01-11 16:47:59
DOM05262,fwc2026a-reservation2026.cam,.cam,28,0,1,8,1,1,0,0,0,21,Porkbun LLC,100,1,Self-Signed,Sectigo,15,60.138.56.120,Romania,Contabo GmbH,31.5,92.8,0,Internal OSINT,20,9,0,1,1,Fake Ticketing,48,Medium,Under Review,Flag for Manual Review,2026-02-27 06:01:53
DOM05263,fifa-official.club,.club,18,0,1,0,1,0,1,0,0,7,Google Domains,82,1,Self-Signed,DigiCert,10,26.237.215.133,Netherlands,OVH SAS,39.4,66.3,1,URLhaus,19,6,0,1,0,Brand Impersonation,58,Medium,Notified,Flag for Manual Review,2026-01-04 23:09:18
DOM05264,fifaworldcupticket.buzz,.buzz,23,0,0,0,1,1,0,0,0,6,OVH SAS,20,0,Self-Signed,DigiCert,31,46.234.217.73,Germany,G-Core Labs,45.3,54.5,0,Google Safe Browsing,1,1,4,1,0,Fake Ticketing,75,High,Notified,"Block Domain, Notify Analysts",2026-06-01 10:57:22
DOM05265,fifaworldcup.score.help,.help,23,1,0,0,1,0,0,0,1,6,PDR Ltd,116,0,Expired,Sectigo,0,166.60.197.251,Romania,Amazon AWS,41.3,54.7,0,PhishTank,0,9,0,1,1,Phishing,59,Medium,Under Review,Flag for Manual Review,2026-03-06 08:47:42
DOM05266,fifaworldcup-prize27.info,.info,25,0,1,2,1,0,0,0,1,8,Name.com Inc,86,0,Invalid,Sectigo,0,197.148.237.237,Romania,Amazon AWS,87.6,51.4,0,Internal OSINT,0,3,3,0,1,Phishing,58,Medium,Notified,Flag for Manual Review,2026-06-30 21:46:25
DOM05267,fifa2026-store2027.net,.net,22,0,1,8,1,0,0,0,0,12,NameCheap Inc,1,0,Valid,Not Applicable,89,48.192.154.246,Romania,Hetzner Online GmbH,81.9,41.2,1,OpenPhish,14,6,2,1,0,Malware Distribution,81,High,Blocked,"Block Domain, Notify Analysts",2026-04-12 18:23:46
DOM05268,worldcup.authentic.fit,.fit,22,1,0,0,1,0,1,0,0,14,Namesilo LLC,58,1,Valid,DigiCert,75,65.156.78.104,India,Hetzner Online GmbH,68.3,68.8,0,Internal OSINT,2,12,2,1,1,Brand Impersonation,55,Medium,Under Review,Flag for Manual Review,2026-04-15 02:36:14
DOM05269,fifaworldcup.authorised.net,.net,27,1,0,0,1,0,1,0,0,11,Google Domains,106,1,Invalid,DigiCert,0,122.106.198.215,Netherlands,Choopa LLC (Vultr),34.3,54.3,1,Google Safe Browsing,11,6,4,1,1,Brand Impersonation,58,Medium,Notified,Flag for Manual Review,2026-03-26 18:43:00
DOM05270,fwc2026.portal.click,.click,20,1,0,4,1,0,0,0,0,12,NameCheap Inc,33,0,Self-Signed,DigiCert,21,228.189.163.126,Netherlands,Alibaba Cloud,26.2,89.1,0,Google Safe Browsing,13,3,3,1,0,Malware Distribution,47,Medium,Notified,Flag for Manual Review,2026-03-04 22:55:45
DOM05271,fwc2026-prize.top,.top,17,0,1,4,1,0,0,0,1,11,Name.com Inc,99,1,Self-Signed,Sectigo,26,7.162.7.81,Netherlands,Alibaba Cloud,43.3,85.9,1,PhishTank,12,9,3,1,1,Phishing,61,High,Notified,"Block Domain, Notify Analysts",2026-04-10 20:55:04
DOM05272,worldcupticket.net,.net,18,0,0,0,1,1,0,0,0,10,Name.com Inc,61,1,Expired,Not Applicable,0,223.193.116.178,China,Choopa LLC (Vultr),39.6,83.9,0,PhishTank,4,2,1,0,1,Fake Ticketing,50,Medium,Notified,Flag for Manual Review,2026-06-10 14:06:41
DOM05273,wc2026authorised.buzz,.buzz,21,0,0,4,1,0,1,0,0,14,Dynadot LLC,30,1,Self-Signed,DigiCert,52,121.64.17.168,United States,DigitalOcean LLC,89.9,40.4,0,URLhaus,1,12,3,0,1,Brand Impersonation,61,High,Pending Block,"Block Domain, Notify Analysts",2026-05-17 10:49:05
DOM05274,wc2026a.score2026.org,.org,21,1,0,8,1,0,0,0,1,14,Name.com Inc,119,1,Invalid,Sectigo,0,135.185.163.213,Brazil,Tencent Cloud,25.1,44.8,0,Internal OSINT,25,1,1,0,1,Phishing,51,Medium,Notified,Flag for Manual Review,2026-06-05 12:27:59
DOM05275,fwc2026-live2026.top,.top,20,0,1,8,1,0,0,1,0,14,Tucows Domains,38,1,Self-Signed,Self-Signed,41,10.72.175.64,India,Amazon AWS,57.5,46.3,0,URLhaus,18,10,1,1,0,Illegal Streaming,62,High,Pending Block,"Block Domain, Notify Analysts",2026-01-30 15:59:12
DOM05276,flfa.giveaway2027.buzz,.buzz,22,1,0,4,0,0,0,0,1,14,Dynadot LLC,5,0,Invalid,GlobalSign,0,160.143.139.107,Indonesia,Hetzner Online GmbH,36.8,58.1,0,PhishTank,19,5,2,1,0,Phishing,58,Medium,Notified,Flag for Manual Review,2026-06-30 23:15:10
DOM05277,worldcupreservation.help,.help,24,0,0,0,1,1,0,0,0,15,NameCheap Inc,89,1,Valid,GlobalSign,0,91.43.107.5,Mexico,M247 Ltd,83.9,48.9,0,URLhaus,16,5,4,1,1,Fake Ticketing,44,Medium,Notified,Flag for Manual Review,2026-01-22 20:07:58
DOM05278,wc2026a-live.top,.top,16,0,1,4,1,0,0,1,0,11,GoDaddy.com LLC,37,0,Self-Signed,Sectigo,22,112.55.199.242,United States,Hetzner Online GmbH,93.6,57.8,0,OpenPhish,0,10,3,0,1,Illegal Streaming,61,High,Pending Block,"Block Domain, Notify Analysts",2026-03-14 20:59:31
DOM05279,flfaworldcup.tickets.club,.club,25,1,0,0,1,1,0,0,0,9,Name.com Inc,36,0,Invalid,Self-Signed,0,120.130.97.177,Mexico,Contabo GmbH,42.4,44.8,0,URLhaus,2,0,3,1,0,Fake Ticketing,55,Medium,Under Review,Flag for Manual Review,2026-05-13 19:36:05
DOM05280,worldcup-broadcast.fit,.fit,22,0,1,0,1,0,0,1,0,14,NameCheap Inc,18,1,Valid,GlobalSign,85,205.57.172.227,Mexico,Contabo GmbH,25.7,73.2,0,URLhaus,6,8,1,1,1,Illegal Streaming,59,Medium,Under Review,Flag for Manual Review,2026-03-01 09:14:03
DOM05281,fifaworldcup-world.buzz,.buzz,23,0,1,0,1,0,0,0,0,6,Namesilo LLC,1,0,Invalid,Not Applicable,0,164.38.109.159,India,M247 Ltd,58.1,43.5,0,OpenPhish,10,9,4,1,0,Malware Distribution,77,High,Pending Block,"Block Domain, Notify Analysts",2026-05-08 02:13:29
DOM05282,wc2026.authorised.online,.online,24,1,0,4,1,0,1,0,0,15,Namesilo LLC,4,1,Valid,Sectigo,9,151.57.20.152,Ukraine,Hetzner Online GmbH,48.3,54.5,0,Internal OSINT,16,7,2,1,1,Brand Impersonation,54,Medium,Under Review,Flag for Manual Review,2026-05-17 03:19:22
DOM05283,fifa2026.live.sale,.sale,18,1,0,4,1,0,0,1,0,9,Porkbun LLC,86,0,Invalid,Sectigo,0,89.48.7.6,Romania,Choopa LLC (Vultr),21.3,40.0,1,Internal OSINT,25,6,0,0,1,Illegal Streaming,60,Medium,Under Review,Flag for Manual Review,2026-04-13 02:58:18
DOM05284,fifa2026.gift.fit,.fit,17,1,0,4,1,0,0,0,1,9,Name.com Inc,33,1,Self-Signed,Sectigo,71,159.225.127.79,Brazil,Hetzner Online GmbH,74.8,70.7,1,OpenPhish,19,8,3,1,0,Phishing,74,High,Notified,"Block Domain, Notify Analysts",2026-05-24 06:11:42
DOM05285,worldcup-verified.click,.click,23,0,1,0,1,0,1,0,0,13,OVH SAS,118,0,Invalid,Let's Encrypt,0,232.106.192.248,Indonesia,Alibaba Cloud,50.2,90.5,0,PhishTank,12,4,4,0,1,Brand Impersonation,53,Medium,Notified,Flag for Manual Review,2026-01-31 21:22:08
DOM05286,stubhub.com,.com,11,0,0,0,0,0,0,0,0,7,Porkbun LLC,7935,0,Valid,DigiCert,168,85.83.121.39,Indonesia,OVH SAS,11.3,6.9,0,,2,0,0,0,0,Legitimate,13,Low,Not Flagged,No Action Needed,2026-03-09 03:47:49
DOM05287,wc2026.stream.xyz,.xyz,17,1,0,4,1,0,0,1,0,12,Porkbun LLC,85,1,Valid,GlobalSign,38,196.29.246.180,Mexico,G-Core Labs,33.8,59.8,0,URLhaus,13,1,2,0,0,Illegal Streaming,25,Low,Monitor,Monitor Domain,2026-01-28 01:22:24
DOM05288,worldcup-passes2027.info,.info,24,0,1,4,1,1,0,0,0,15,Dynadot LLC,5,1,Self-Signed,Let's Encrypt,31,43.177.228.45,Vietnam,DigitalOcean LLC,24.8,54.5,0,OpenPhish,5,11,2,0,0,Fake Ticketing,57,Medium,Notified,Flag for Manual Review,2026-05-07 01:26:58
DOM05289,hyundai.com,.com,11,0,0,0,0,0,0,0,0,6,OVH SAS,1590,0,Valid,Sectigo,169,173.84.204.229,Netherlands,M247 Ltd,11.3,6.9,0,,2,0,0,1,0,Legitimate,6,Low,Not Flagged,No Action Needed,2026-04-11 02:22:40
